Event,Method,Best_Objective,Mean_Objective,Std_Objective,Feasible_Rate,Runtime_ms
event9,Kaiwu-SA,10.411809737866008,11.77497241650354,4.089488035912595,1.0,4293.160915374756
event10,Kaiwu-SA,42.74400674564139,79.83814217969912,18.708468088530044,1.0,4256.299018859863
event11,Kaiwu-SA,4.842818082650364,13.039208414823417,13.833854955783032,1.0,4679.539918899536
event12,Kaiwu-SA,-14.745243267848268,-7.60354065422375,14.283405227249032,1.0,4663.32221031189
event13,Kaiwu-SA,10.026143009812849,55.795813467740416,42.7948070052953,1.0,4552.48498916626
event14,Kaiwu-SA,20.96363935613193,26.081792224882605,15.354458606252033,1.0,4519.2718505859375
event15,Kaiwu-SA,113.09858514994109,129.13099388579786,5.344136245285598,1.0,4091.0980701446533
event16,Kaiwu-SA,35.950349378777474,44.24321210497461,2.764287575399048,1.0,4380.6869983673105
event17,Kaiwu-SA,24.504627007193683,24.504627007193683,0.0,1.0,4206.454038619995
event18,Kaiwu-SA,13.060607979834444,20.643531012827,15.165846065985107,1.0,4481.720209121704
event19,Kaiwu-SA,23.01351753656637,41.39624441630435,7.141191088201649,1.0,4491.987943649292
event20,Kaiwu-SA,8.514638236570569,8.514638236570567,1.7763568394002505e-15,1.0,4367.5971031188965
event21,Kaiwu-SA,42.94586907552987,66.28920613024479,9.612680067319294,1.0,4423.423051834106
event22,Kaiwu-SA,64.28164821306173,75.92947103602877,7.005675434977201,1.0,4879.329204559326
event23,Kaiwu-SA,14.343168541564154,15.04255970674676,2.0981734955478197,1.0,4466.995000839233
event24,Kaiwu-SA,5.410743134275684,9.965686778487184,6.957791345285735,1.0,4541.202068328857
event25,Kaiwu-SA,57.58445734793848,62.78023187403344,7.936676686584497,1.0,6071.870803833008
event26,Kaiwu-SA,1.069109790022701,1.069109790022701,0.0,1.0,4289.146661758423
event27,Kaiwu-SA,10.385301794710482,14.378620674722182,1.331106293337234,1.0,4698.26078414917
event28,Kaiwu-SA,15.697527641314371,21.154096241129043,6.776434251632946,1.0,4337.881088256836
event29,Kaiwu-SA,21.75795441759868,26.22211189997653,5.202222392121877,1.0,4243.046760559082
event30,Kaiwu-SA,29.84620927607263,36.12937044053897,11.100082073573532,1.0,4308.654069900513
event31,Kaiwu-SA,4.982326592809558,36.25011498019463,18.81146108700037,1.0,4782.961845397949
event32,Kaiwu-SA,41.44022079500507,41.44022079500507,0.0,1.0,4099.1857051849365
event33,Kaiwu-SA,17.576567907066458,20.92965519279182,7.153377387988894,1.0,4529.090881347656
event34,Kaiwu-SA,55.1263357684723,60.4940855391736,1.7892499235670971,1.0,4267.4713134765625
event35,Kaiwu-SA,28.78188449968301,86.65486298404035,19.93365661084829,1.0,4193.8416957855225
event36,Kaiwu-SA,63.84572091814601,63.845720918146,7.105427357601002e-15,1.0,4368.3249950408945
event37,Kaiwu-SA,42.4465710121833,49.0919821947539,5.356737279169453,1.0,4403.764009475708
event38,Kaiwu-SA,31.49747849187224,52.65616277316177,15.21692323858936,1.0,4493.131875991821
event39,Kaiwu-SA,18.80427440891763,18.804274408917628,3.552713678800501e-15,1.0,4933.568716049194
event40,Kaiwu-SA,14.098737088738616,45.125943247188445,15.513603079224914,1.0,4567.669153213501
event41,Kaiwu-SA,4.030170696673393,4.030170696673393,0.0,1.0,4438.917875289917
event42,Kaiwu-SA,43.829432182686105,93.93124261702002,40.08850480387964,1.0,5407.479763031006
event43,Kaiwu-SA,66.60788893330862,68.15081457316263,3.0910902089227106,1.0,4504.334926605225
event44,Kaiwu-SA,19.60654422963788,36.680336137512974,5.691263969291701,1.0,5121.46520614624
event45,Kaiwu-SA,45.21679506945008,70.95124228518317,31.51813224556667,1.0,4968.2252407073975
event46,Kaiwu-SA,6.700638450071192,12.514102048459652,7.643622046835929,1.0,4830.484867095947
event47,Kaiwu-SA,18.090721262615176,18.090721262615176,0.0,1.0,4542.727708816528
event48,Kaiwu-SA,30.961331627391445,36.32046521049621,2.6795667915523835,1.0,5389.616012573242
event49,Kaiwu-SA,40.31753893267781,43.85581800040523,2.856787341183718,1.0,4643.779993057251
